,IELTS_R,IELTS_L,IELTS_S,IELTS_W,IELTS_Z
25090,7.5,8,7,6,7
25091,7.5,8,7,6,7
25092,7.5,7,6,6,7
25093,8.5,7.5,6.5,6,7
25094,9,8.5,8,6.5,7.5
25095,9,8.5,8,6.5,7.5
25096,7.5,7,6,5.5,6.5
25097,7.5,7,6,5.5,6.5
25098,6,6,5.5,5.5,6
25099,9,8.5,8,6,7.5
25100,7.5,7,6,5.5,6.5
25101,8.5,7,6,5.5,7
25102,7,7.5,6.5,5.5,6.5
25103,7.5,8.5,7.5,6.5,7
25104,7.5,6,5.5,6,6.5
25105,0,0,0,0,0
25106,0,0,0,0,0
25107,7,7,6,6,6.5
25108,7,7,6,6,6.5
25109,7,7,6,6,6.5
25110,7,7,6,6,6.5
25111,0,0,0,0,0
25112,7.5,7.5,6.5,6,7
25113,7.5,7.5,6.5,6,7
25114,7.5,7.5,6.5,6,7
25115,8.5,8.5,8,6.5,7.5
25116,7.5,7,6,5.5,6.5
25117,0,0,0,0,0
25118,0,0,0,0,0
25119,0,0,0,0,0
25120,6,6.5,5.5,6,6
25121,8.5,7,6,6,7
25122,8.5,7,6,6,7
25123,8.5,7,6,6,7
25124,7,8,7,6,7
25125,7,8,7,6,7
25126,8,7.5,6.5,6,7
25127,8,6.5,6,6.5,7
25128,8,6.5,6,6.5,7
25129,0,0,0,0,0
25130,8,6.5,6,6.5,7
25131,0,0,0,0,0
25132,8.5,8,7,6,7.5
25133,0,0,0,0,0
25134,7,7,6,6.5,6.5
25135,7,7,6,6.5,6.5
25136,7,7,6,6.5,6.5
25137,0,0,0,0,6.5
25138,8,8,7,6,7
25139,8,8,7,6,7
25140,7.5,8.5,7.5,6,7
25141,0,0,0,0,0
25142,9,8,7,7,8
25143,0,0,0,0,0
25144,7,7.5,6.5,5.5,6.5
25145,7,7.5,6.5,5.5,6.5
25146,0,0,0,0,0
25147,0,0,0,0,0
25148,0,0,0,0,0
25149,0,0,0,0,0
25150,6.5,7,6,6,6.5
25151,7.5,8.5,7.5,6,7
25152,6.5,6.5,5.5,5.5,6
25153,8,8,7,6,7
25154,8,8,7,6,7
25155,8,8,7,6,7
25156,8,8,7,6,7
25157,8.5,7,6,6,7
25158,7.5,7,6,6.5,7
25159,6,6.5,5.5,5.5,6
25160,6.5,7,6,6,6.5
25161,0,0,0,0,0
25162,0,0,0,0,0
25163,7.5,6.5,6,5.5,6.5
25164,8,7.5,6.5,6,7
25165,8,7.5,6.5,6,7
25166,8,7.5,6.5,6,7
25167,8.5,6,5.5,6.5,7
25168,0,0,0,0,0
25169,0,0,0,0,0
25170,7,8.5,7.5,6,6
25171,7,6.5,6,6,6.5
25172,7,6.5,6,6,6.5
25173,7,6.5,6,6,6.5
25174,8.5,7,6,5.5,7
25175,0,0,0,0,0
25176,6.5,7,6,6,6.5
25177,6.5,7,6,6,6.5
25178,0,0,0,0,0
25179,8,8,7,6,7
25180,7.5,7.5,6.5,6,7
25181,6.5,7.5,6,6,6.5
25182,0,0,0,0,0
25183,0,0,0,0,0
25184,8,7.5,6.5,6,7
25185,0,0,0,0,0
25186,0,0,0,0,0
25187,0,0,0,0,5.5
25188,0,0,0,0,5.5
25189,0,0,0,0,0
25190,0,0,0,0,0
25191,6.5,7.5,6,5.5,6.5
25192,0,0,0,0,0
25193,6,6.5,5.5,6,6
25194,0,0,0,0,7
25195,0,0,0,0,7
25196,7,6,5.5,6.5,6.5
25197,7.5,7.5,6.5,6,6.5
25198,8,7.5,6.5,6,7
25199,0,0,0,0,0
25200,6.5,7,6,6.5,7
25201,0,0,0,0,7
25202,0,0,0,0,7
25203,6.5,7,6,6.5,7
25204,6.5,7,6,6.5,7
25205,6.5,7,6,6.5,7
25206,6.5,7,6,6.5,7
25207,6.5,7,6,6.5,7
25208,6.5,7.5,6,7,6.5
25209,0,0,0,0,0
25210,0,0,0,0,0
25211,7.5,6.5,6,5.5,6.5
25212,7.5,6.5,6,5.5,6.5
25213,7.5,7,6,6,6.5
25214,8.5,8,7,6,7
25215,0,0,0,0,0
25216,0,0,0,0,0
25217,0,0,0,0,0
25218,0,0,0,0,0
25219,0,0,0,0,0
25220,8,7,6,6.5,7
25221,6.5,7.5,6,6,6.5
25222,6.5,7.5,6,6,6.5
25223,6.5,7.5,6,6,6.5
25224,6.5,7.5,6,6,6.5
25225,6.5,7.5,6,6,6.5
25226,7,8.5,7.5,6,6
25227,7.5,7,6,6,6.5
25228,7.5,7,6,6,6.5
25229,5.5,6.5,5.5,8.5,6.5
25230,7,8.5,7.5,6,6
25231,7,8.5,7.5,6,6
25232,8,8,7,6,7
25233,0,0,0,0,0
25234,0,0,0,0,0
25235,7,6.5,6,6,6.5
25236,7,6.5,6,6,6.5
25237,7,6.5,6,6,6.5
25238,0,0,0,0,0
25239,6,7,6,6,6.5
25240,6,7,6,6,6.5
25241,0,0,0,0,0
25242,0,0,0,0,0
25243,0,0,0,0,0
25244,0,0,0,0,0
25245,0,0,0,0,0
25246,0,0,0,0,0
25247,8.5,7.5,6.5,5.5,7
25248,8.5,7.5,6.5,5.5,7
25249,8,6.5,6,6,6.5
25250,8,6.5,6,6,6.5
25251,8,6.5,6,5.5,6.5
25252,8,6.5,6,5.5,6.5
25253,7,8,7,6,7
25254,7.5,7.5,6.5,6,6.5
25255,7,7.5,6.5,6,6.5
25256,0,0,0,0,0
25257,8.5,7,6,6.5,7
25258,7,5.5,5,6.5,6.5
25259,7.5,7,6,6,7
25260,7.5,7,6,6,7
25261,0,0,0,0,0
25262,0,0,0,0,0
25263,7.5,7,6,6.5,7
25264,0,0,0,0,0
25265,0,0,0,0,0
25266,8,7,6,6,7
25267,8.5,8,7,6,7
25268,8.5,8,7,6,7
25269,0,0,0,0,0
25270,7.5,7.5,6.5,5.5,7
25271,8.5,7,6,6.5,7
25272,0,0,0,0,0
25273,0,0,0,0,0
25274,0,0,0,0,0
25275,0,0,0,0,0
25276,0,0,0,0,0
25277,8.5,9,8.5,6.5,7.5
25278,0,0,0,0,0
25279,0,0,0,0,0
25280,0,0,0,0,0
25281,0,0,0,0,0
25282,0,0,0,0,6.5
25283,7.5,8.5,7.5,6,7
25284,7.5,8.5,7.5,6,7
25285,7.5,7,6,6,7
25286,8,7.5,6.5,6,7
25287,0,0,0,0,0
25288,0,0,0,0,0
25289,0,0,0,0,0
25290,6,7.5,6,7,6.5
25291,0,0,0,0,0
25292,7,6,5.5,6.5,6.5
25293,7,7.5,6.5,6,6.5
25294,7,6,5.5,6.5,6.5
25295,0,0,0,0,0
25296,0,0,0,0,0
25297,0,0,0,0,0
25298,0,0,0,0,0
25299,0,0,0,0,0
25300,0,0,0,0,7
25301,0,0,0,0,0
25302,0,0,0,0,0
25303,8.5,8.5,8,6.5,7.5
25304,8.5,8.5,8,6.5,7.5
25305,8.5,8.5,8,6.5,7.5
25306,8.5,8.5,8,6.5,7.5
25307,0,0,0,0,0
25308,0,0,0,0,0
25309,0,0,0,0,0
25310,8.5,8,7,6.5,7.5
25311,5.5,6,5.5,6,5.5
25312,5.5,6,5.5,6,5.5
25313,0,0,0,0,0
25314,0,0,0,0,0
25315,0,0,0,0,0
25316,0,0,0,0,0
25317,0,0,0,0,0
25318,8,8.5,7.5,6,7.5
25319,0,0,0,0,0
25320,8.5,8.5,8,7,7.5
25321,0,0,0,0,0
25322,7.5,7.5,6.5,6.5,7
25323,7,8.5,7.5,6,7
25324,0,0,0,0,0
25325,0,0,0,0,0
25326,0,0,0,0,0
25327,7.5,6.5,6,5.5,6.5
25328,7.5,6,5.5,5.5,6.5
25329,8.5,8,7,6.5,7.5
25330,8,8,7,6,7
25331,0,0,0,0,0
25332,8,7.5,6.5,6,7
25333,8,7.5,6.5,6,7
25334,8,7.5,6.5,6,7
25335,8.5,8.5,8,6,7.5
25336,8.5,8.5,8,6,7.5
25337,9,6.5,6,5.5,7
25338,0,0,0,0,0
25339,0,0,0,0,0
25340,6.5,7,6,6.5,6.5
25341,0,0,0,0,0
25342,8.5,7.5,6.5,6,7
25343,6.5,7.5,6,6,6.5
25344,6.5,7.5,6,6,6.5
25345,6.5,7.5,6,6,6.5
25346,6.5,7.5,6,6,6.5
25347,0,0,0,0,0
25348,0,0,0,0,0
25349,0,0,0,0,0
25350,8.5,6.5,6,6,7
25351,8.5,6.5,6,6,7
25352,8.5,8.5,8,6.5,7.5
25353,0,0,0,0,0
25354,0,0,0,0,0
25355,0,0,0,0,0
25356,0,0,0,0,0
25357,0,0,0,0,0
25358,0,0,0,0,0
25359,7.5,8,7,6,7
25360,8.5,7.5,6.5,6,7
25361,8.5,7.5,6.5,6,7
25362,8.5,7.5,6.5,6,7
25363,8.5,7.5,6.5,6,7
25364,8,8,7,5.5,7
25365,0,0,0,0,0
25366,0,0,0,0,0
25367,8,7.5,6.5,6.5,7
25368,8.5,7.5,6.5,7,7.5
25369,8.5,7,6,6.5,7
25370,8.5,7,6,6.5,7
25371,8.5,7,6,6.5,7
25372,0,0,0,0,0
25373,8,8.5,7.5,6,7
25374,8,8.5,7.5,6,7
25375,6.5,6,5.5,6,6
25376,7.5,7.5,6.5,6,7
25377,6,7,6,6,6.5
25378,7.5,7,6,6,6.5
25379,0,0,0,0,0
25380,7.5,6.5,6,6.5,7
25381,7.5,6.5,6,6.5,7
25382,7.5,6.5,6,6.5,7
25383,8.5,7.5,6.5,6,7
25384,0,0,0,0,0
25385,0,0,0,0,0
25386,7.5,7,6,6,7
25387,0,0,0,0,0
25388,0,0,0,0,0
25389,7,8.5,7.5,6,7
25390,7,7.5,6.5,5.5,6.5
25391,7,7.5,6.5,5.5,6.5
25392,8,6.5,6,6,6.5
25393,8,6.5,6,6,6.5
25394,0,0,0,0,0
25395,0,0,0,0,0
25396,0,0,0,0,0
25397,7.5,7,6,6,6.5
25398,0,0,0,0,0
25399,0,0,0,0,0
25400,0,0,0,0,0
25401,7,6,5.5,7.5,6
25402,7,6,5.5,7.5,6
25403,7.5,7.5,6.5,7,7
25404,7,6,5.5,7.5,6
25405,8.5,7,6,6.5,7
25406,0,0,0,0,0
25407,8,6.5,6,6,6.5
25408,0,0,0,0,0
25409,0,0,0,0,0
25410,0,0,0,0,0
25411,7.5,7.5,6.5,7,7
25412,0,0,0,0,0
25413,7,6.5,6,5.5,6.5
25414,7.5,5,0,6,6
25415,7,8.5,7.5,6,7
25416,0,0,0,0,0
25417,0,0,0,0,0
25418,8.5,8.5,8,6,7.5
25419,8.5,7,6,6,7
25420,8.5,7,6,6,7
25421,0,0,0,0,7
25422,0,0,0,0,7
25423,7,6.5,6,6,6.5
25424,7,6.5,6,6,6.5
25425,9,8.5,8,6,7.5
25426,7.5,7.5,6.5,5.5,7
25427,8,8.5,7.5,6.5,7.5
25428,8,8.5,7.5,6.5,7.5
25429,0,0,0,0,0
25430,8,8.5,7.5,6.5,7.5
25431,8,8.5,7.5,6.5,7.5
25432,8,8.5,7.5,6.5,7.5
25433,0,0,0,0,0
25434,0,0,0,0,6.5
25435,0,0,0,0,0
25436,0,0,0,0,0
25437,0,0,0,0,0
25438,8,8.5,7.5,6.5,7.5
25439,8,7.5,6.5,5.5,7
25440,8,7.5,6.5,5.5,7
25441,0,0,0,0,0
25442,8.5,6,5.5,6,6.5
25443,8,6.5,6,6,6.5
25444,8,6.5,6,6,6.5
25445,8,6.5,6,6,6.5
25446,0,0,0,0,0
25447,0,0,0,0,7
25448,0,0,0,0,0
25449,8,9,8.5,6.5,7.5
25450,8,8,7,6,7
25451,8,8,7,6,7
25452,7.5,6.5,6,6,6.5
25453,7.5,6.5,6,6,6.5
25454,8.5,8,7,6.5,7.5
25455,8.5,8,7,6.5,7.5
25456,7.5,7,6,6,7
25457,8.5,8,7,6.5,7.5
25458,7.5,7,6,6,7
25459,8,8,7,6,7
25460,8,8,7,6,7
25461,8,8,7,6,7
25462,8,8,7,6,7
25463,7.5,7,6,6,6.5
25464,8,8.5,7.5,6,7
25465,8,8.5,7.5,6,7
25466,8,8.5,7.5,6,7
25467,8,8.5,7.5,6,7
25468,0,0,0,0,0
25469,0,0,0,0,0
25470,7.5,8.5,7.5,6.5,7
25471,0,0,0,0,0
25472,0,0,0,0,0
25473,0,6.5,5.5,6,6
25474,0,6.5,5.5,6,6
25475,0,6.5,5.5,6,6
25476,9,8.5,8,6,7.5
25477,0,0,0,0,6.5
25478,6.5,6,5.5,6,6.5
25479,6.5,6,5.5,6,6.5
25480,7,6.5,6,5.5,6.5
25481,0,0,0,0,0
25482,8,6.5,6,6,6.5
25483,8,6.5,6,6,6.5
25484,0,0,0,0,0
25485,0,0,0,0,0
25486,0,0,0,0,0
25487,0,0,0,0,0
25488,0,0,0,0,0
25489,7,7.5,6.5,5.5,6.5
25490,6.5,6,5.5,6.5,6.5
25491,6.5,6,5.5,6.5,6.5
25492,0,0,0,0,0
25493,0,0,0,0,0
25494,6.5,6,5.5,6.5,6.5
25495,8.5,9,8.5,6,7.5
25496,0,0,0,0,0
25497,0,0,0,0,0
25498,0,0,0,0,0
25499,8.5,7.5,6.5,6.5,7
25500,8.5,7.5,6.5,6.5,7
25501,8.5,7.5,6.5,6.5,7
25502,8.5,7.5,6.5,6.5,7
25503,7.5,8.5,7.5,6.5,7.5
25504,9,6.5,6,6,7
25505,0,0,0,0,0
25506,8.5,7.5,6.5,6,7
25507,0,0,0,0,6
25508,0,0,0,0,6
25509,0,0,0,0,6
25510,0,0,0,0,0
25511,6.5,7,6,6,6.5
25512,9,8.5,8,6.5,7.5
25513,9,8.5,8,6.5,7.5
25514,8,8.5,7.5,6,7.5
25515,7.5,7.5,6.5,5.5,7
25516,7.5,7.5,6.5,5.5,7
25517,8,8.5,7.5,7,7.5
25518,5.5,6,5.5,6,5.5
25519,5.5,6,5.5,6,5.5
25520,5.5,6,5.5,6,5.5
25521,5.5,6,5.5,6,5.5
25522,5.5,6,5.5,6,5.5
25523,5.5,6,5.5,6,5.5
25524,5.5,6,5.5,6,5.5
25525,5.5,6,5.5,6,5.5
25526,7,8,7,6,7
25527,7,8,7,6,7
25528,0,0,0,0,0
25529,8.5,8.5,8,6.5,7.5
25530,8,8,7,6,7
25531,6,8,6.5,6.5,6.5
25532,6,8,6.5,6.5,6.5
25533,8,8.5,7.5,6,7
25534,0,0,0,0,0
25535,0,0,0,0,0
25536,0,0,0,0,0
25537,0,0,0,0,0
25538,0,0,0,0,0
25539,0,0,0,0,0
25540,0,0,0,0,0
25541,8.5,7,6,6,7
25542,8.5,7,6,6,7
25543,8.5,7,6,6,7
25544,8.5,7,6,6,7
25545,8,8.5,7.5,6,7
25546,0,0,0,0,0
25547,7,8,7,6,7
25548,7,8,7,6.5,7
25549,0,0,0,0,0
25550,7.5,8.5,7.5,6,7.5
25551,0,0,0,0,0
25552,7,7,6,7,7
25553,6,6.5,5.5,5.5,6
25554,9,8,7,6,7.5
25555,7.5,7,6,6,6.5
25556,0,0,0,0,0
25557,8.5,7.5,6.5,5.5,7
25558,9,8.5,8,6,7.5
25559,0,0,0,0,0
25560,9,8.5,8,6,7.5
25561,9,8.5,8,6,7.5
25562,9,8.5,8,6,7.5
25563,9,8.5,8,6,7.5
25564,9,8.5,8,6,7.5
25565,9,8.5,8,6,7.5
25566,9,8.5,8,6,7.5
25567,9,8.5,8,6,7.5
25568,9,8.5,8,6,7.5
25569,9,8.5,8,6,7.5
25570,9,8.5,8,6,7.5
25571,9,8.5,8,6,7.5
25572,9,8.5,8,6,7.5
25573,9,8.5,8,6,7.5
25574,9,8.5,8,6,7.5
25575,0,0,0,0,5.5
25576,0,0,0,0,5.5
25577,7.5,7,6,6,6.5
25578,0,0,0,0,0
25579,0,0,0,0,0
25580,6,6,5.5,6,6
25581,7,6.5,6,5.5,6.5
25582,9,9,9,6.5,8
25583,0,0,0,0,0
25584,0,0,0,0,0
25585,7,6,5.5,6,6.5
25586,2,1,0,3,3
25587,0,0,0,0,0
25588,2,1,0,3,3
25589,8.5,8.5,8,6,7.5
25590,0,0,0,0,0
25591,0,0,0,0,0
25592,0,0,0,0,0
25593,7.5,7,6,6,6.5
25594,7.5,7,6,6,6.5
25595,8.5,7.5,6.5,6,7
25596,8.5,7.5,6.5,6,7
25597,0,0,0,0,0
25598,7.5,7.5,6.5,6,7
25599,7.5,7.5,6.5,6,7
25600,7.5,7.5,6.5,6,7
25601,7.5,7.5,6.5,6,7
25602,7.5,7.5,6.5,6,7
25603,7.5,7.5,6.5,6,7
25604,7.5,6.5,6,5.5,6.5
25605,0,0,0,0,0
25606,0,0,0,0,0
25607,8.5,7.5,6.5,7,7.5
25608,8.5,6.5,6,6,7
25609,0,0,0,0,0
25610,7,7.5,6.5,5.5,6.5
25611,7,7.5,6.5,5.5,6.5
25612,0,0,0,0,0
25613,0,0,0,0,0
25614,0,0,0,0,0
25615,0,0,0,0,0
25616,0,0,0,0,0
25617,0,0,0,0,0
25618,0,0,0,0,0
25619,0,0,0,0,0
25620,0,0,0,0,0
25621,0,0,0,0,0
25622,0,0,0,0,0
25623,8.5,7.5,6.5,6.5,7
25624,9,8,7,6.5,7.5
25625,0,0,0,0,7
25626,8,7.5,6.5,6.5,7.5
25627,0,0,0,0,6.5
25628,0,0,0,0,6.5
25629,0,0,0,0,0
25630,6.5,7,6,6,6.5
25631,0,0,0,0,0
25632,0,0,0,0,0
25633,0,0,0,0,0
25634,8,7,6,6,7
25635,8,7,6,6,7
25636,8,7,6,6,7
25637,8,7,6,6,7
25638,7,8.5,7.5,6,7
25639,6,6,5.5,6,6
25640,7.5,7.5,6.5,6,7
25641,7.5,7.5,6.5,6,7
25642,7.5,7.5,6.5,6,7
25643,7.5,7.5,6.5,6,7
25644,0,0,0,0,0
25645,0,0,0,0,7
25646,0,0,0,0,7
25647,7,6,5.5,6.5,6.5
25648,0,0,0,0,0
25649,7.5,7,6,6.5,7
25650,8,6.5,6,6,6.5
25651,7.5,7.5,6.5,6,7
25652,7.5,7.5,6.5,6,7
25653,7.5,7.5,6.5,6,7
25654,7.5,7.5,6.5,6,7
25655,8,8,7,6.5,7.5
25656,7.5,7.5,6.5,6,7
25657,7.5,7.5,6.5,6,7
25658,7,8,7,6,7
25659,8.5,8,7,6,7.5
25660,8.5,8,7,6,7.5
25661,8.5,8,7,6,7.5
25662,8.5,8,7,6,7.5
25663,0,0,0,0,0
25664,8.5,7.5,6.5,6,7
25665,8,8,7,6.5,7.5
25666,7.5,7.5,6.5,6.5,7
25667,7.5,7.5,6.5,6.5,7
25668,7.5,7.5,6.5,6.5,7
25669,7,6.5,6,6,6.5
25670,7,6.5,6,6,6.5
25671,7,6.5,6,6,6.5
25672,7,6.5,6,6,6.5
25673,0,0,0,0,0
25674,7.5,7,6,6,7
25675,0,0,0,0,0
25676,0,0,0,0,0
25677,7.5,8,7,6,7
25678,6.5,7,6,6,6.5
25679,6.5,7,6,6,6.5
25680,6.5,7,6,6,6.5
25681,6.5,7,6,6,6.5
25682,6,6,5.5,6,6
25683,6.5,7.5,6,6,6.5
25684,6.5,7.5,6,6,6.5
25685,6.5,7.5,6,6,6.5
25686,6.5,7.5,6,6,6.5
25687,6.5,7.5,6,6,6.5
25688,2,1,0,3,3
25689,6.5,7.5,6,6,6.5
25690,6.5,7.5,6,6,6.5
25691,2,1,0,3,3
25692,6,6,5.5,6,7
25693,6,6,5.5,6,6
25694,8.6,8,7,5.5,7
25695,0,0,0,0,0
25696,0,0,0,0,0
25697,7.5,7,6,6,7
25698,7.5,7,6,6,7
25699,7.5,7,6,6,7
25700,7.5,7,6,6,7
25701,9,7.5,6.5,7,7.5
25702,7.5,7,6,6.5,7
25703,0,0,0,0,0
25704,9,8.5,8,6.5,8
25705,7,7.5,6.5,5.5,6.5
25706,7,7.5,6.5,5.5,6.5
25707,7,7.5,6.5,5.5,6.5
25708,7,7.5,6.5,5.5,6.5
25709,0,0,0,0,0
25710,0,0,0,0,0
25711,0,0,0,0,0
25712,0,0,0,0,0
25713,8,8.5,7.5,6,7
25714,7,6.5,6,5.5,6.5
25715,0,0,0,0,0
25716,0,0,0,0,0
25717,0,0,0,0,0
25718,0,0,0,0,6.5
25719,6.5,7,6,6,6.5
25720,7.5,7.5,6.5,6,7
25721,7.5,7.5,6.5,6,7
25722,0,0,0,0,0
25723,0,0,0,0,0
25724,0,0,0,0,0
25725,6.5,7.5,6,6,6.5
25726,8,8,7,6.5,7
25727,8,6.5,6,6,6.5
25728,0,0,0,0,0
25729,0,0,0,0,0
25730,0,0,0,0,0
25731,0,0,0,0,0
25732,0,0,0,0,0
25733,7,6,5.5,6.5,6.5
25734,8,7.5,6.5,6,7
25735,8.5,8,7,6,7
25736,8.5,8,7,6,7
25737,8.5,8,7,6,7
25738,8.5,8,7,6,7
25739,8.5,8,7,6,7
25740,8.5,8,7,6,7
25741,0,0,0,0,7
25742,7,6,5.5,5.5,0
25743,7,6,5.5,5.5,0
25744,7,6,5.5,5.5,0
25745,7,6,5.5,5.5,0
25746,7,6,5.5,5.5,0
25747,7,6,5.5,5.5,0
25748,7,6,5.5,5.5,0
25749,7,6,5.5,5.5,0
25750,8.5,7,6,5.5,7
25751,7,7,6,6.5,6.5
25752,8,8,7,5.5,7
25753,8,8,7,5.5,7
25754,7.5,7.5,6.5,6.5,7
25755,2,1,0,3,3
25756,0,0,0,0,0
25757,7.5,8.5,7.5,6,7
25758,6.5,7,6,6,6.5
25759,7,7.5,6.5,6,6
25760,7,7.5,6.5,6,6
25761,7,7.5,6.5,6,6
25762,6.6,7,6,6.5,6.5
25763,7.5,8,7,7.5,7
25764,0,0,0,0,0
25765,7,7.5,6.5,6,6
25766,0,0,0,0,0
25767,0,0,0,0,0
25768,7,7.5,6.5,6.5,6.5
25769,8,7.5,6.5,6,7
25770,0,0,0,0,0
25771,0,0,0,0,0
25772,6.5,7,6,6,6.5
25773,6.5,7,6,6,6.5
25774,6.5,7,6,6,6.5
25775,6.5,7,6,6,6.5
25776,6.5,7,6,6,6.5
25777,7.5,7.5,6.5,6.5,7
25778,7,8,7,5.5,6
25779,0,0,0,0,0
25780,0,0,0,0,0
25781,6.5,6.5,5.5,5.5,5.5
25782,6.5,6.5,5.5,5.5,5.5
25783,0,0,0,0,0
25784,7,6.5,6,6,6
25785,7,6.5,6,6,6
25786,7,6.5,6,6,6
25787,7,6.5,6,6,6
25788,7,6.5,6,6,6
25789,7,0,0,0,0
25790,0,0,0,0,0
25791,0,0,0,0,0
25792,8,7,6,7,7
25793,9,7.5,6.5,6.5,7.5
25794,0,0,0,0,0
25795,7,7,6,6,6
25796,0,0,0,0,0
25797,6.5,0,0,0,0
25798,6.5,0,0,0,0
25799,7,8,7,6,6
25800,7,8,7,6,6
25801,8,8.5,7.5,6,7.5
25802,7,0,0,0,0
25803,0,0,0,0,0
25804,0,0,0,0,0
25805,0,0,0,0,0
25806,0,0,0,0,0
25807,0,0,0,0,0
25808,0,0,0,0,0
25809,0,0,0,0,0
25810,0,0,0,0,0
25811,0,0,0,0,0
25812,6.5,6.5,5.5,6.5,6
25813,8.5,8,7,6.5,7.5
25814,7,9,8.5,6,5.5
25815,7,8,7,6,7
25816,7,8,7,6,7
25817,7,8,7,6,7
25818,7,8,7,6,7
25819,7,8,7,6,7
25820,7.5,8.5,7.5,6,7
25821,7.5,8.5,7.5,6,7
25822,7.5,8.5,7.5,6,7
25823,0,0,0,0,0
25824,0,0,0,0,0
25825,6,6,5.5,6,7
25826,0,0,0,0,0
25827,7.5,8,7,6.5,7.5
25828,0,0,0,0,0
25829,0,0,0,0,0
25830,0,0,0,0,0
25831,6.5,7,6,6,6.5
25832,0,0,0,0,0
25833,7,7.5,6.5,6.5,6.5
25834,8,8,7,6,7
25835,7,8,7,6,7
25836,7,8,7,6,7
25837,0,0,0,0,0
25838,7,8,7,6,7
25839,0,0,0,0,0
25840,7,8,7,6,7
25841,7,8,7,6,7
25842,7,8,7,6,7
25843,6.5,7.5,6,6,6
25844,6.5,7.5,6,6,6
25845,0,0,0,0,0
25846,0,0,0,0,0
25847,0,0,0,0,0
25848,7,8,7,6,6
25849,7,7.5,6.5,6.5,6
25850,7,7.5,6.5,6.5,6
25851,7,7.5,6.5,6.5,6
25852,7,7.5,6.5,6.5,6
25853,6.6,7,6,6,6
25854,6.6,7,6,6,6
25855,6.6,7,6,6,6
25856,7,8.5,7.5,5.5,6.5
25857,7,8.5,7.5,5.5,6.5
25858,7,8.5,7.5,5.5,6.5
25859,7,8.5,7.5,5.5,6.5
25860,7,8.5,7.5,5.5,6.5
25861,8,6,5.5,6,6.5
25862,6.5,7.5,6,6,6
25863,7,7.5,6.5,6.5,6
25864,8,8,7,5.5,7
25865,8,8,7,6,7
25866,7.5,8.5,7.5,6.5,7
25867,7,8,7,6,6
25868,7,8.5,7.5,6.5,6
25869,7.5,9,8.5,6,6.5
25870,7,6.5,6,5.5,6.5
25871,7,6.5,6,5.5,6.5
25872,8,7,6,6,7
25873,8,7,6,6,7
25874,7.5,7.5,6.5,6.5,7
25875,7,8,7,6.5,6
25876,7,8,7,6.5,6
25877,7,8,7,6.5,6
25878,0,0,0,0,0
25879,0,0,0,0,0
25880,7,8,7,6.5,6
25881,7,7,6,6,6.5
25882,7,7,6,6,6.5
25883,7,7,6,6,6.5
25884,7,7,6,6,6.5
25885,7,7,6,6,6.5
25886,7,7,6,6,6.5
25887,7,7,6,6,6.5
25888,7,7,6,6,6.5
25889,7,7,6,6,6.5
25890,7,7,6,6,6.5
25891,7,8,7,6,6
25892,7,8,7,6,6
25893,7.5,8,7,7,6
25894,7,7,6,6,6.5
25895,7,7,6,6,6.5
25896,7.5,8.5,7.5,6.5,6
25897,7.5,8.5,7.5,6.5,6
25898,6.5,7,6,6,6
25899,7,7.5,6.5,6.5,6
25900,7,7.5,6.5,6.5,6
25901,7,0,0,0,0
25902,6.5,8,6.5,6,5.5
25903,0,0,0,0,0
25904,0,0,0,0,0
25905,0,0,0,0,0
25906,7,8.5,7.5,6.5,6
25907,7,7,6,6,6.5
25908,7,7,6,6,6.5
25909,7,7,6,6,6.5
25910,0,0,0,0,0
25911,0,0,0,0,0
25912,0,0,0,0,0
25913,7.5,7.5,6.5,6.5,7
25914,7,8,7,6,5.5
25915,7,8,7,6,5.5
25916,7,8,7,6,5.5
25917,7,8,7,6,5.5
25918,0,0,0,0,0
25919,0,0,0,0,0
25920,0,0,0,0,0
25921,7,8,7,6,6
25922,7,8,7,6,6
25923,6.5,8,6.5,5.5,5.5
25924,7,8,7,6,6.5
25925,7,8,7,6,6.5
25926,7,8,7,6,6.5
25927,7,8,7,6,6.5
25928,0,0,0,0,0
25929,0,0,0,0,0
25930,7,7.5,6.5,6.5,6
25931,7,6.5,6,6.5,6.5
25932,7,6.5,6,6.5,6.5
25933,7,6.5,6,6.5,6.5
25934,7,8,7,5.5,6.5
25935,7,6.5,6,6.5,6.5
25936,7,5.5,5,6.5,6.5
25937,7,8.5,7.5,5.5,6.5
25938,7,8.5,7.5,6.5,6.5
25939,7,8.5,7.5,6.5,6.5
25940,7,8.5,7.5,6.5,6.5
25941,0,0,0,0,0
25942,7,8,7,6,6
25943,6,7.5,6,5.5,5.5
25944,6,7.5,6,5.5,5.5
25945,6,7.5,6,5.5,5.5
25946,6,7.5,6,5.5,5.5
25947,0,0,0,0,0
25948,0,0,0,0,0
25949,7,8.5,7.5,6,7
25950,6.5,6.5,5.5,6,6
25951,0,0,0,0,0
25952,0,0,0,0,0
25953,7.5,8.5,7.5,7,6.5
25954,0,0,0,0,0
25955,0,0,0,0,0
25956,0,0,0,0,0
25957,0,0,0,0,0
25958,0,0,0,0,0
25959,7,6.5,6,7.5,6
25960,7.5,8.5,7.5,6,7.5
25961,7.5,8.5,7.5,6,7.5
25962,7.5,8.5,7.5,6.5,7.5
25963,7.5,8.5,7.5,6.5,7.5
